course_id,keyword,rank,page_number,url,title,description,content,duration,skill_level,release_date,views,category,sub_category,author,author_profile
614299,python,11,1,https://www.lynda.com/Python-tutorials/Python-Essential-Training/614299-2.html,Python Essential Training,"Learn the essentials of Python scripting. Review the syntax of this simple yet powerful programming language, and learn how to write scripts, create modules, and integrate a database with Python 3 and the Python database API.","Due to its power and simplicity, Python has become the scripting language of choice for many large organizations, including Google, Yahoo, and IBM. A thorough understanding of Python 3, the latest version, will help you write more efficient and effective scripts. In this course, Bill Weinman demonstrates how to use Python 3 to create well-designed scripts and maintain existing projects. This course covers the basics of the language syntax and usage, as well as advanced features such as objects, generators, and exceptions. Learn how types and values are related to objects; how to use control statements, loops, and functions; and how to work with generators and decorators. Bill also introduces the Python module system and shows examples of Python scripting at work in a real-world application. Topics include: Python anatomy Types and values Conditionals and operators Building loops Defining functions Python data structures: lists, tuples, sets, and more Creating classes Handling exceptions Working with strings File input/output (I/O) Creating modules Integrating a database with Python db-api",4h 45m,Intermediate,1/18/2018,"1,383,766",Developer,Programming Languages,Bill Weinman,https://www.lynda.com/Bill-Weinman/23-1.html
661769,python,12,1,https://www.lynda.com/Python-tutorials/Optimizing-Python-Services/661769-2.html,Optimizing Python Services,Optimize your Python development workflow. Learn the tools and services you can use to run more efficient and highly available Python sites and applications.,"Sometimes, the difference between a good Python application and a great one isn't found in the code; it's in the services that support your software. In this course, instructor Miki Tebeka introduces Python optimization tips and techniques to develop and run more efficient sites and applications. Learn how to find bottlenecks, stress test your code, use caching algorithms, ""cheat"" effectively, distribute work on one or more machines, and pick the right transport and encoding methods. He also introduces load balancers and powerful server frameworks for HTTP and TCP, and shows how to serve static content. Plus, learn how to monitor performance of your projects and set up alerts, so you'll know when a system or service fails. Topics include: Tools of the trade Caching Cheating Distributing work Writing servers Choosing a server framework Processes such as monitoring",1h 23m,Advanced,3/23/2018,"13,380",Developer,Programming Languages,Miki Tebeka,https://www.lynda.com/Miki-Tebeka/7418954-1.html
661762,python,13,1,https://www.lynda.com/Python-tutorials/Optimizing-Python-Code/661762-2.html,Optimizing Python Code,"Learn tips and techniques that can help you optimize your Python code. Discover how to work with general tools of the trade, pick the right data structures, use caching, integrate performance in your process, and more.","By optimizing your Python code, you can ensure that your code uses fewer resources and runs faster than it did previously. In this advanced course, explore tips and techniques that can help you optimize your code to make it more efficient. Instructor Miki Tebeka covers general tools of the trade, including how to leverage the tools Python provides for measuring time, and how to use line_profiler to get line-by-line profiling information. Miki also shares how to pick the right data structures, how approximation algorithms can speed up your code, and how to use NumPy for fast numeric computation. He wraps up the course with a discussion of how to integrate performance in your process. Topics include: Rules of optimization Measuring time Using line_profiler Picking the right data structure Using the bisect module Memory allocation in Python Caching, cheating, and parallel computing NumPy, Numba, and Cython Design and code reviews",2h 4m,Advanced,3/20/2018,"25,887",Developer,Programming Languages,Miki Tebeka,https://www.lynda.com/Miki-Tebeka/7418954-1.html
728385,python,14,1,https://www.lynda.com/course-tutorials/Grasshopper-Rhino-Python-Scripting/728385-2.html,Grasshopper and Rhino: Python Scripting,"Learn how to extend the power of Grasshopper, the visual programming tool for Rhino, with Python scripting.","Grasshopper allows designers to perform graphical, component-based algorithmic modeling in Rhino. Python extends this functionality, allowing you to create custom scripts for Grasshopper and perform more complex workflows by working directly with the Rhino API. This course introduces the Python programming language to designers who want to do more with Grasshopper. Learn the basics of Python, including variables, data types, conditionals, and loops, and discover how to import additional libraries to extend Grasshopper. Instructor and computational design expert Jeremy Graham then introduces workflows for lofting, sorting, and baking geometry in Grasshopper—using powerful and fast Python scripts that push the boundaries of this visual programming tool. Topics include: Python components Accessing the Rhino API Python programming basics Importing modules and libraries Grasshopper workflows Evaluating surfaces Creating and splitting surfaces Transforming geometry Baking geometry from Python into Rhino Adding text objects Exporting rendered frames for animation",5h 12m,Intermediate,8/8/2018,"9,237",3D + Animation,Architecture 3D + Animation,Jeremy Graham,https://www.lynda.com/Jeremy-Graham/11294484-1.html
769299,python,15,1,https://www.lynda.com/Python-tutorials/Python-Network-Programmability-Scaling-Scripts/769299-2.html,Python Network Programmability: Scaling Scripts,Take your network programming skills to the next level. Learn how to iterate and scale scripts with Netmiko—a Python library for configuring SSH connections to routers and switches.,"The days of configuring networks with only the CLI are drawing to a close. Python extends the capabilities of network programming, allowing you to build complex scripts that can easily scale to fit the needs of your network. This training course shows how to use Netmiko—a Python library for SSH management of network hardware—to write scripts to perform a number of network configurations. Instructor David Bombal shows how to configure Cisco routers and switches by iterating from a simple script with one connection and one command. He shows how to grow and improve the code over time, building into a powerful script that can read multiple commands and multiple IPs from a file, prompt for user credentials, handle errors, and find specific devices. He also shows how to scale scripts with encrypted passwords and multithreading, which allows you to execute several commands simultaneously.",1h 13m,Intermediate,10/1/2018,"1,318",IT,Network Administration,David Bombal,https://www.lynda.com/David-Bombal/4825099-1.html
604235,python,16,1,https://www.lynda.com/Python-tutorials/Learning-Python-GUI-Programming/604235-2.html,Learning Python GUI Programming,Learn how to leverage the Python programming language to build graphical user interfaces (GUIs).,"Learn how to create effective graphical user interfaces (GUIs) with minimal code using Python. Burkhard Meier starts by showing how to create a GUI form, add widgets, manage the resulting layout, and customize the look and feel of the interface. Then, he takes you through working with data, classes, and making charts using the 2D Python plotting library, Matplotbil. Next, he discusses how threading and networking impact the performance of your code. Later in the course, he advances on to working with databases, testing application GUIs, extending a GUI using the wxPython library, and creating 3D GUIs by using PyOpenGL and Pyglet. As you follow along with Burkhard throughout this course, you will develop an entire application's GUI. Note: This course was created by Packt Publishing. We are pleased to host this training in our library. Topics include: Creating buttons and widgets Adding labels and features Expanding a GUI dynamically Aligning frames and embedding frames Creating menu bars, message boxes, and tooltips Using module-level global variables Coding in classes Using Matplotlib to create charts Working with multiple threads, queues, and TCP/IP Using URLOpen to read data from websites Localizing a GUI and preparing for internationalization Testing a GUI using unit tests and Eclipse PyDev IDE Using the wxPython library Using Tkinter, PyOpenGL, and Pyglet",6h 6m,Intermediate,7/7/2017,"142,379",Developer,Programming Languages,Burkhard Meier,https://www.lynda.com/Burkhard-Meier/10561545-1.html
604237,python,17,1,https://www.lynda.com/Python-tutorials/Python-Parallel-Programming-Solutions/604237-2.html,Python Parallel Programming Solutions,"This course gets you started programming in Python using parallel computing methods. Learn how to work with parallel processes, organize memory, synchronize threads, distribute tasks, and more.","Learn parallel programming techniques using Python and explore the many ways you can write code that allows more than one task to occur at a time. First, discover how to develop and implement efficient software architecture that is set up to take advantage of thread-based and process-based parallelism. Next, find out how to use Python modules for asynchronous programming. Then, explore GPU programming using PyCUDA, NumbaPro, and PyOpenCL. This course provides extensive coverage of synchronizing processes, streamlining communication, reducing operations, and optimizing code so you can select and implement the right parallel processing solutions for your applications. Note: This course was created by Packt Publishing. We are pleased to host this training in our library. Topics include: Memory organization Parallel programming models Designing a parallel program and evaluating performance Working with threads in Python Synchronizing threads and using multithreading Spawning a process Running a process in the background Synchronizing processes Using the mpi4py Python module Using collective communication Reducing operations Managing events, tasks, and routines with Asyncio Distributing tasks",3h 57m,Intermediate,7/7/2017,"80,203",Developer,Programming Languages,Giancarlo Zaccone,https://www.lynda.com/Giancarlo-Zaccone/10561684-1.html
699338,python,18,1,https://www.lynda.com/Python-tutorials/Python-XML-JSON-Web/699338-2.html,"Python: XML, JSON, and the Web","Learn how to use Python to send, retrieve, and deliver data, such as XML and JSON, over the web.","Python is a powerful tool for working with data stored on web servers. In this course, Joe Marini demonstrates how to use Python to send, retrieve, and deliver web-based data to users. Learn how XML and JSON are used to store and exchange data, see how to use Python to retrieve XML and JSON data over the web, and find out how to parse that data using a range of different Python modules and features. Joe also shows how to fetch data from URLs and retrieve and send data via HTTP using the Python Requests library. Topics include: Overview of XML and JSON Retrieving and sending data over the internet Handling errors Using the Requests library to exchange data Working with JSON data Parsing XML data XML DOM parsing",1h 38m,Intermediate,8/7/2018,"19,518",Developer,Programming Languages,Joe Marini,https://www.lynda.com/Joe-Marini/85-1.html
656802,python,19,1,https://www.lynda.com/Python-tutorials/Python-Advanced-Design-Patterns/656802-2.html,Python: Advanced Design Patterns,Explore some advanced design patterns as applied to Python. This course helps you examine how these patterns work at the code level by walking through sample scripts.,"Design patterns encourage clean programming. In this course, take a look at some advanced design patterns as applied to Python. Instructor Jungwoo Ryoo begins by looking at why-or why not-use design patterns in the first place. Jungwoo then steps through some design best practices, going over topics such as quality attributes and domain-specific patterns. He also introduces some practical design patterns described by the Gang of Four, including Command, Interpreter, and Memento. Plus, he helps you grasp how these patterns actually work at the code level by walking through sample scripts. Topics include: Architectural vs. design patterns Why use design patterns? Design best practices Domain-specific patterns and security patterns Gang of Four design patterns Command, Mediator, and State Template method",1h 24m,Advanced,2/21/2018,"38,847",Developer,Programming Foundations,Jungwoo Ryoo,https://www.lynda.com/Jungwoo-Ryoo/3280559-1.html
534425,python,20,1,https://www.lynda.com/Python-tutorials/Python-Programming-Efficiently/534425-2.html,Python: Programming Efficiently,"Cut down on your development time by learning how to write elegant Python code in an efficient manner. Learn about helpful third-party packages, strategies for improving the performance of your code, and more.","Cut down on your development time by learning how to write elegant code in an efficient manner, specifically in Python—the popular and pragmatic object-oriented language. Michele Vallisneri explains how to make your Python code more expressive and concise, and leverage the most powerful features of the language. He shines a spotlight on some of the strongest third-party packages you can take advantage of, discusses object-oriented and functional programming, and shares strategies for improving the performance of your code. Michele illustrates these concepts with many intriguing examples, showing how to make 3D images and videos using photographs taken by a NASA rover on Mars, map the rover's progress through Martian topography, draw and paint fractals, and more. Topics include: Designing efficient loops Exploiting Python collections Writing Pythonic code Choosing the best libraries for your tasks Downloading webpages with requests Parsing HTML with Beautiful Soup Manipulating images with Pillow Making videos and drawing on maps with matplotlib Serving webpages with Jinja2 and Flask Working with Python classes Taking advantage of functional techniques Profiling CPU and memory use Exploiting parallelism",2h 15m,Intermediate,2/8/2017,"237,825",Developer,Programming Foundations,Michele Vallisneri,https://www.lynda.com/Michele-Vallisneri/4666188-1.html
769297,python,21,1,https://www.lynda.com/Python-tutorials/Python-3-SSH-Network-Automation-Quick-Start/769297-2.html,Python 3 SSH Network Automation Quick Start,"Learn how to quickly automate your network using Netmiko, a Python library that simplifies SSH connections to network devices.","For network engineers looking to use Secure Shell (SSH) to configure their network devices, Netmiko—a Python library that simplifies SSH connections to network devices—is an optimal choice. In this practical course, learn how to automate networks using Netmiko. David Bombal helps you enhance your understanding of network automation using Python as he goes over how to create and run various scripts. Learn how to create a script to program multiple switches, how to use Netmiko to program the entire network, and more.",50m 52s,Intermediate,9/18/2018,"2,045",IT,Network Administration,David Bombal,https://www.lynda.com/David-Bombal/4825099-1.html
746314,python,22,1,https://www.lynda.com/Python-tutorials/Unit-Testing-Test-Driven-Development-Python/746314-2.html,Unit Testing and Test Driven Development in Python,"Discover how to develop reliable, high-quality Python code with unit testing and test-driven development.","Every software developer wants to ship high-quality applications. Test-driven development (TDD) is a key discipline that can help you enhance your development process—and, in turn, your code base—by ensuring that crashes and bugs are addressed early on. In this course, join Richard Wells as he covers unit testing and TDD for Python projects. Richard provides an overview of both unit testing and TDD, explaining why both are crucial for developers. He also shows how to set up your development environment for TDD and goes over the pytest unit-testing framework. Throughout the course, he shares best practices and provides examples and test cases that can help you gain a practical understanding of TTD in Python. Topics include: What is unit testing? What is test-driven development (TDD)? Setting up your development environment Setting up pytest with Eclipse and PyCharm Working with pytest Assert statements and exceptions Test doubles TDD best practices",2h,Beginner,6/27/2018,"13,968",Developer,Programming Languages,Richard Wells,https://www.lynda.com/Richard-Wells/1991868899-1.html
647661,python,23,1,https://www.lynda.com/Dynamo-Studio-tutorials/Dynamo-Revit-Python-Scripting/647661-2.html,Dynamo for Revit: Python Scripting,Learn to use the Python programming language to create custom nodes in Dynamo for Revit.,"Can't find the Dynamo node you need? Python allows you to create powerful custom nodes that extend the functionality of Dynamo and Autodesk Revit. Python scripting also allows for quicker, more compact, and more efficient Dynamo workflows—which allow you to solve your Revit modeling challenges in smarter, faster ways. This course introduces the Python programming language to designers who want to do more with Dynamo. Learn the basics of Python data types, conditionals, and loops, before jumping into Dynamo's Geometry library and the Revit API to make direct model updates with Python. Instructor and BIM expert Jeremy Graham covers filtering elements, accessing parameters, and creating custom views—introducing powerful workflows that push the boundaries of this visual programming tool. Note: This course uses Dynamo 1.3.1 and Revit 2018. For best results, it helps to have the same versions of the software. Topics include: Importing the Dynamo Geometry library Defining variables Making decisions with conditionals Controlling flow with operators Looping Defining functions Working with external libraries in Python Accessing the Revit API with Python",3h 8m,Intermediate,12/4/2017,"48,935",3D + Animation,Architecture 3D + Animation,Jeremy Graham,https://www.lynda.com/Jeremy-Graham/11294484-1.html
486043,python,24,1,https://www.lynda.com/Blender-tutorials/Python-Scripting-Blender/486043-2.html,Blender: Python Scripting,"Extend the possibilities for animation in Blender with Python scripting. Learn how to script common animation tasks, customize the interface, and even build add-ons to sell to other users.","Make Blender better by harnessing the power of Python. Whether you're an artist or a developer, scripting is a great selling point to add to your resume. Once you master the basics, you can automate time-consuming modeling and animation tasks, customize the Blender interface, or even package to share or sell your enhancements to other users. Patrick W. Crawford shows how to use Blender's built-in Python console window and the bpy library to create simple one-line scripts, create custom panels and menus, and build and package add-ons. These techniques will take your Blender skills to the next level and help you enter an exciting new world of Python programming. Topics include: Controlling Blender with code Exploring the bpy library Creating Blender operators and properties Writing scripts Auto running scripts Drawing interface elements such as panels and menus Building a custom add-on",2h 1m,Intermediate,9/15/2016,"67,266",3D + Animation,Animation 3D + Animation,Patrick W. Crawford,https://www.lynda.com/Patrick-Crawford/6212281-1.html
483228,python,25,1,https://www.lynda.com/Python-tutorials/Python-Generators/483228-2.html,Learning Python Generators,"Python generators are the best way to iterate through large and complex data sets. Find out how to use generators in your own code, in these Python tutorials.","Generators are a concept unique to Python. They're incredibly helpful if you know how and when to use them. Simply put, generators are the best way to iterate through large and complex data sets. Pythonista Josh McQuiston explains everything you need to know about Python generators, providing examples of generators in action. Learn how to build a basic generator function, use generator expressions and objects, and see how generators work behind the scenes to power context managers and coroutines.",44m 23s,Intermediate,9/13/2016,"89,953",Developer,Programming Languages,Josh McQuiston,https://www.lynda.com/Josh-McQuiston/5847232-1.html
622075,python,26,1,https://www.lynda.com/Python-tutorials/NLP-Python-Machine-Learning-Essential-Training/622075-2.html,NLP with Python for Machine Learning Essential Training,"Discover how to tackle complex business problems using machine learning. Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.","With the increased amount of data publicly available and the increased focus on unstructured text data, understanding how to clean, process, and analyze that text data is tremendously valuable. If you have some experience with Python and an interest in natural language processing (NLP), this course can provide you with the knowledge you need to tackle complex problems using machine learning. Instructor Derek Jedamski provides a quick summary of basic natural language processing (NLP) concepts, covers advanced data cleaning and vectorization techniques, and then takes a deep dive into building machine learning classifiers. During this last step, Derek shows how to build two different types of machine learning models, as well as how to evaluate and test variations of those models. Topics include: What are NLP and NLTK? Using regular expressions Using stemming and lemmatizing Methods to vectorize raw data Building and evaluating machine learning classifiers",4h 14m,Intermediate,3/23/2018,"96,498",IT,Big Data,Derek Jedamski,https://www.lynda.com/Derek-Jedamski/10302583-1.html
520233,python,27,1,https://www.lynda.com/Python-tutorials/Python-Data-Science-Essential-Training/520233-2.html,Python for Data Science Essential Training,"Learn to use Python to prepare and visualize data, and then apply machine learning methods to generate predictions from it. Learn network analysis and web-scraping basics.","By using Python to glean value from your raw data, you can simplify the often complex journey from data to value. In this practical, hands-on course, learn how to use Python for data preparation, data munging, data visualization, and predictive analytics. Instructor Lillian Pierson, P.E. covers the essential Python methods for preparing, cleaning, reformatting, and visualizing your data for use in analytics and data science. She helps to provide you with a working understanding of machine learning, as well as outlier analysis, cluster analysis, and network analysis. Plus, Lillian explains how to create web-based data visualizations with Plot.ly, and how to use Python to scrape the web and capture your own data sets. Topics include: Getting started with Jupyter Notebooks Visualizing data: basic charts, time series, and statistical plots Preparing for analysis: treating missing values and data transformation Data analysis basics: arithmetic, summary statistics, and correlation analysis Outlier analysis: univariate, multivariate, and linear projection methods Introduction to machine learning Basic machine learning methods: linear and logistic regression, Naïve Bayes Reducing dataset dimensionality with PCA Clustering and classification: k-means, hierarchical, and k-NN Simulating a social network with NetworkX Creating Plot.ly charts Scraping the web with Beautiful Soup",6h 32m,Beginner,4/10/2017,"429,650",IT,Big Data,"Lillian Pierson, P.E.",https://www.lynda.com/Lillian-Pierson-P-E/8464985-1.html
419162,python,28,1,https://www.lynda.com/Numpy-tutorials/Introduction-Data-Analysis-Python/419162-2.html,Python: Data Analysis,"Interested in using Python for data analysis? Learn how to use Python, Pandas, and NumPy together to analyze data sets big and small.","If you're going to work with big data, you'll probably be using R or Python. And if you're using Python, you'll be definitely using Pandas and NumPy, the third-party packages designed specifically for data analysis. This course provides an opportunity to learn about them. Michele Vallisneri shows how to set up your analysis environment and provides a refresher on the basics of working with data containers in Python. Then he jumps into the big stuff: the power of arrays, indexing, and DataFrames in NumPy and Pandas. He also walks through two sample big-data projects: one using NumPy to analyze weather patterns and the other using Pandas to analyze the popularity of baby names over the last century. Challenges issued along the way help you practice what you've learned. Topics include: Writing and running Python in iPython Using Python lists and dictionaries Creating NumPy arrays Indexing and slicing in NumPy Downloading and parsing data files into NumPy and Pandas Using multilevel series in Pandas Aggregating data in Pandas",2h 16m,Intermediate,11/12/2015,"741,896",Developer,Big Data,Michele Vallisneri,https://www.lynda.com/Michele-Vallisneri/4666188-1.html
369187,python,29,1,https://www.lynda.com/Python-tutorials/Design-Patterns-Python/369187-2.html,Python: Design Patterns,Explore 15 essential design patterns that will help you solve common coding challenges in Python.,"Design patterns encourage programming efficiency and code reuse. This course is a look at traditional design patterns as applied to Python. Jungwoo Ryoo covers 15 essential creational, structural, and behavioral patterns to help you solve common coding challenges, while introducing best practices that will keep your solutions consistent, complete, and correct. Topics include: Understanding design patterns Best design practices: consistency, completeness, and correctness Working with creational patterns Working with structural patterns Working with behavioral patterns",1h 59m,Intermediate,7/16/2015,"305,663",Developer,Programming Foundations,Jungwoo Ryoo,https://www.lynda.com/Jungwoo-Ryoo/3280559-1.html
560887,python,30,1,https://www.lynda.com/Python-tutorials/Migrating-from-Python-2-7-Python-3/560887-2.html,Migrating from Python 2.7 to Python 3,"Make the switch to Python 3. Learn about the differences between Python 2.7 and Python 3, and how to migrate your code to the latest version of this popular language.","Are you still using Python 2.7? If you've been meaning to make the jump to Python 3, but aren't entirely sure what's different in the latest version of this popular language—or how to migrate your code—then this course is for you. Instructor Steven Lott illuminates the differences between the two Python versions, going over elements such as changes to built-in Python functions and the Python standard library. He also walks through a number of ways to convert your Python 2.7 applications to Python 3, showing how to use packages like six, future, and 2to3. Along the way, Steven shares his own experiences with this transition, and offers helpful suggestions for enhancing the overall quality and performance of your code. Topics include: Reviewing the differences between the two versions Reviewing the syntax changes introduced with Python 3 Understanding the changes to built-in functions Reviewing the most important changes to the Python standard library Understanding which tools are required to migrate from Python 2.7 to Python 3 Using six to handle class definitions Using six with standard library changes Using future Making syntax changes and class changes with futurize Using 2to3 or modernize",2h 39m,Intermediate,3/24/2017,"19,518",Developer,Programming Languages,Steven Lott,https://www.lynda.com/Steven-Lott/6159001-1.html
